Voltage_V,Current_A,Temperature_C,SOC,Capacity_Ah,Power_W,Energy_Wh
0.79700305460203,0.681355969649914,0.880966999954825,0.785701612331236,0.627895795059655,0.770389277908087,0.634102148040744
0.797483492711614,0.680602953399309,0.877169510156756,0.785737814692905,0.62806230090642,0.771219941355262,0.635552184421816
0.793643790849673,0.66706400035981,0.877071622314074,0.785768635051942,0.628205869897041,0.77197295488448,0.636736323670694
0.773157771854763,0.616888582315945,0.877169510156756,0.785761207880619,0.628249063139614,0.772326447072988,0.636898409404461
0.755677717878202,0.597900063764517,0.877169510156756,0.785694260519618,0.628183648740223,0.772081810487096,0.635985771809878
0.748356388967317,0.594642338337565,0.877061976067077,0.785588626296179,0.628083549981439,0.771461155727717,0.634757297561267
0.752034143313472,0.60024252274883,0.877067153277846,0.78547760907007,0.627987438957509,0.770803346837109,0.633603052347328
0.758584037377879,0.63241296496747,0.877077596779485,0.785382980437755,0.627950866363059,0.770324069465167,0.633068682436984
0.777434640522876,0.649756025199157,0.877049560750731,0.785328485089564,0.627992062198177,0.770252468871845,0.633316632225426
0.778485838779957,0.65000279534982,0.877047449661048,0.785305373348655,0.628060715546139,0.770490890129735,0.633828961728929
0.778311493788966,0.642280851473678,0.877169510156756,0.785283709300471,0.628117429981597,0.770735498070454,0.634209830342514
0.767428649732299,0.62807982678736,0.877169510156756,0.785244771838769,0.628139583983888,0.770801525947882,0.634239850685964
0.760183350607421,0.609868953763641,0.877076190027513,0.785177525526145,0.628110835812543,0.77058513626748,0.633767650567742
0.753793908145011,0.604686224615576,0.877072453826648,0.78508910631294,0.628045488831054,0.770164561192191,0.632948244550621
0.755359477124183,0.609135641151889,0.877169510156756,0.784993398996271,0.6279791967422,0.769682388157261,0.632142843251434
0.757461873638344,0.614287102913339,0.877169510156756,0.784903744476994,0.627928169974294,0.769271859802837,0.631510845076106
0.758019855827956,0.62548047488475,0.877169510156756,0.784818543536789,0.627902937420256,0.768915176343006,0.631151190198116
0.770206471919992,0.646756522844691,0.877169510156756,0.784753597631524,0.627928706910309,0.768766637694671,0.63130484188477
0.779568016499285,0.655546635235324,0.876958507130058,0.784722650154826,0.628001549354054,0.76895596386252,0.631918752725258
0.783039215686275,0.660609534816984,0.877169510156756,0.784711925779523,0.628095889466057,0.769337908637594,0.63272792843781
0.783120952157158,0.654813620440203,0.876958507130058,0.784706807233115,0.628188784052348,0.769762989612508,0.633500737235205
0.775865233583042,0.644563026854172,0.877169510156756,0.784690453541243,0.62825622097379,0.770063966837236,0.634001461092326
0.770253908188328,0.633913221853923,0.877169510156756,0.784653971321868,0.628290667560532,0.770156628607519,0.634163444612298
0.772881263616558,0.639188412932874,0.877169510156756,0.784612923673308,0.628316576909563,0.770200273160881,0.634237292218539
0.772881263616558,0.639280087676538,0.877169510156756,0.784576125348667,0.628350822028155,0.770283203120154,0.634391861038318
0.769544496705228,0.63305466861165,0.877169510156756,0.784534209282884,0.628375339970896,0.770311960432199,0.634446782368216
0.766013261937787,0.622117062126077,0.877169510156756,0.784481653372774,0.628372863651043,0.770233605690988,0.634234556485007
0.759313615181236,0.611140466436594,0.876958507130058,0.784413216872918,0.628336026308405,0.769999440869337,0.633689963859798
0.752717109850576,0.604173387271204,0.877169510156756,0.784324142227158,0.628271162835433,0.769566877207701,0.632884694786916
0.764117647058824,0.626713820399197,0.877169510156756,0.784242881305934,0.628230927039463,0.769221994414276,0.632345196796822
0.782690631808279,0.661965036130732,0.877169510156756,0.784208883769337,0.628281454062468,0.769351358961393,0.632716209354907
0.794552099350444,0.681459177618705,0.877169510156756,0.784222724260566,0.628417681608597,0.769947430036779,0.633922453184041
0.800471111584513,0.683818424407405,0.877169510156756,0.784264407071217,0.628587755267788,0.770800061175774,0.635429375647278
0.794515601044945,0.676263346995271,0.877067093402644,0.784305901895186,0.628749146664089,0.77162575373803,0.636809324876135
0.792895133209234,0.667165611116682,0.877169510156756,0.784335384898562,0.628883914654469,0.772308733207516,0.637889031448166
0.774035009801548,0.631560405281608,0.876958507130058,0.784332655014247,0.62894815077527,0.772653827565729,0.638243951184133
0.7645203701139,0.609438288127823,0.877169510156756,0.784285432584605,0.628921649680497,0.772549394909605,0.63769506473671
0.75170352200937,0.590107859982901,0.877169510156756,0.78420333504262,0.628830220271233,0.772102807327605,0.636522039619783
0.742267333077022,0.588849896216872,0.877169510156756,0.784086594816941,0.628706788168932,0.771325861897548,0.635066873130603
0.747797776001007,0.595409133798784,0.877169510156756,0.783964095252025,0.628592057400588,0.770512541990431,0.63373870974499
0.756106029185458,0.619330248981828,0.877169510156756,0.783863683626371,0.628525489880705,0.769938413475341,0.632923047901216
0.763752816392264,0.627325871155797,0.877059947390653,0.783788609792312,0.628509187268066,0.769628809542125,0.632626250145565
0.760231455288478,0.613620331440785,0.877068938732439,0.783720241486323,0.62848398073302,0.769392587500482,0.632250321862491
0.751349602137887,0.604625679606015,0.876958507130058,0.783632635245367,0.628423251778407,0.768971840690709,0.631534934234746
0.753257080610022,0.609017810319428,0.876958507130058,0.783534365646599,0.628355495019628,0.768456240955338,0.630770491461184
0.752205882352941,0.608205236071938,0.877061849997444,0.7834377472204,0.628293564731727,0.767969833530805,0.630085057340411
0.751689187636996,0.608099692633449,0.876958507130058,0.783338972874154,0.628230388783328,0.767474222454599,0.629406625591664
0.753592482385221,0.612123948464224,0.877067998305241,0.783242683002347,0.628173556847124,0.767015387469207,0.628809787436947
0.749156407153421,0.595848368707976,0.877072451154072,0.783142722913957,0.628097689004966,0.766531572713976,0.628041928481968
0.739968261240784,0.594662680965851,0.877169510156756,0.783021709036815,0.627994674034099,0.765852007424363,0.6270277603363
0.747834716750521,0.604571568859832,0.877169510156756,0.782899001887943,0.627905663079126,0.765173021195428,0.626179878586293
0.750482530662471,0.610169213911926,0.876958507130058,0.782793169517773,0.627841250746114,0.76467765451901,0.625598052565924
0.75384579706005,0.625683747573286,0.880966999954825,0.782697096490757,0.627810151402665,0.764290579933045,0.625360751035245
0.762695610732583,0.633014045852169,0.876958507130058,0.782620479002682,0.627814977936095,0.764104369619055,0.625484114681657
0.760636203368794,0.62838399165913,0.877169510156756,0.782554751463897,0.627824024215125,0.764028941673739,0.625645425133752
0.763415032679739,0.633879041523059,0.877169510156756,0.782490358384549,0.627834398721172,0.763966973699065,0.625815124112039
0.760615468409586,0.627783588823763,0.877169510156756,0.782426134765581,0.627843799053605,0.763906601860976,0.625970287857416
0.760615468409586,0.627785272450846,0.877169510156756,0.782357721942731,0.627843612834584,0.763804798602965,0.626026403979178
0.764117647058824,0.63406047040683,0.877169510156756,0.782295016294345,0.627853271446993,0.763760310098197,0.626177864364022
0.764117647058824,0.634188349808734,0.877169510156756,0.782237999918912,0.627872941927998,0.763771363453321,0.626423671548264
0.76136859368434,0.628743739365813,0.877169510156756,0.782176850950825,0.627884212298729,0.76373955723905,0.626579645169833
0.764466230936819,0.634293694106707,0.877169510156756,0.782116440482736,0.627895612533099,0.763714126172972,0.626732423410048
0.764057361517125,0.627909214682689,0.877169510156756,0.782060436388474,0.627905668195214,0.763731067022268,0.626867568822763
0.758159041394336,0.622190200404447,0.877169510156756,0.781994716180142,0.627896709994353,0.763649935015941,0.626811337678214
0.757409933345673,0.621284694506516,0.877078789058228,0.781918776726128,0.627877390431618,0.763468501570938,0.62665438914875
0.753579336448525,0.614789262353057,0.877169510156756,0.781835892961624,0.627846524324546,0.763221849279764,0.62638783037811
0.749918025973567,0.608375986587404,0.877169510156756,0.781741519362306,0.627795509867608,0.762866954558428,0.625929867120402
0.746646159864377,0.60915675186915,0.877169510156756,0.781636568244509,0.627735821767928,0.762415807118049,0.62539895580061
0.755182481656129,0.62083733333494,0.877169510156756,0.78154020274882,0.627695864444837,0.762060036438892,0.625077197759252
0.758513071895425,0.626623923817226,0.877169510156756,0.781462750802315,0.627683426815715,0.761898807785255,0.625035544896489
0.758513071895425,0.626625402574631,0.877169510156756,0.781390765275055,0.627680105825573,0.761794078229483,0.625084700429876
0.758513071895425,0.626622578229142,0.876958507130058,0.781319005542507,0.627676793141943,0.761692588229367,0.625132314644398
0.758144361334296,0.625919654907049,0.876958507130058,0.781246892635088,0.627672384000982,0.761588534992102,0.625167540729202
0.755005446623094,0.620164957661271,0.876958507130058,0.781169504793663,0.627657860983599,0.76143345043562,0.625101801738748
0.755203314564567,0.620631904461543,0.877169510156756,0.781087747148328,0.627635090560854,0.761237675958652,0.624956314335803
0.758552564287051,0.627127436113104,0.877169510156756,0.781011809015127,0.62762331105363,0.761102818047337,0.624923010954621
0.759510458377535,0.613385334144084,0.877169510156756,0.780942864115093,0.627600203451596,0.761038747180857,0.624778660164832
0.741537505381337,0.600469866944465,0.877169510156756,0.780847450175522,0.627535360356136,0.760713498332483,0.62422648078494
0.746794800352788,0.606762407647434,0.877380513183454,0.780732393117947,0.627460333690595,0.760201646198651,0.623588949628303
0.749983737351434,0.617656186716146,0.877169510156756,0.780630943469655,0.62741249624987,0.759836258858241,0.623236947586695
0.756056644880174,0.624846944033901,0.877380513183454,0.780544337701691,0.627393171454119,0.759625420278385,0.623175534587031
0.756056644880174,0.624857970685149,0.877169510156756,0.780467527935146,0.627385202077098,0.759515028837863,0.62322740613955
0.756056644880174,0.624857970685149,0.877169510156756,0.780390959095349,0.627377274990842,0.759408052089716,0.623277843712378
0.756429488142639,0.625584578511411,0.877169510156756,0.780315215169392,0.627370512333043,0.759310150911235,0.623337959049184
0.759564270152506,0.63136466128272,0.877169510156756,0.780245209955261,0.627373975552092,0.759269528023658,0.623496849236209
0.761236656808453,0.647661627283589,0.877380513183454,0.78018296357072,0.627412052096219,0.759304510778325,0.623992274608997
0.77957780902644,0.668235967214105,0.877169510156756,0.780152300347575,0.62750783573265,0.759647946650267,0.625042637557365
0.774231870522521,0.651016930737682,0.877169510156756,0.780142114141374,0.627608581164364,0.76018174692581,0.626112404167823
0.766608907900062,0.640399747018593,0.877169510156756,0.780111620316261,0.627665354098207,0.760498454576129,0.626718557040915
0.770287208084713,0.652409741597966,0.877169510156756,0.780075035591612,0.62772413334694,0.760744356342079,0.627327501658701
0.776732026143791,0.658612321526365,0.877380513183454,0.780054442052473,0.627811291626019,0.761139218827957,0.628199291031211
0.77663076513807,0.650150239878022,0.877169510156756,0.78004386192517,0.62789463286494,0.761619978499213,0.62900916759474
0.768671023965142,0.641457357894864,0.877380513183454,0.780020672639753,0.62795080797589,0.761961193223432,0.62952866891787
